"occupation_id","function_id","function_category","role_summary","function_statement","function_weight","source_mix","source_confidence","notes"
"occ_41_3011_00","fn_occ_41_3011_00_primary","revenue_creation","Win and expand revenue through discovery, trust, and negotiation.","Turn customer needs and constraints into commitments that create revenue and durable accounts.","0.7463","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_41_3021_00","fn_occ_41_3021_00_policy_service_stewardship","policy_service_stewardship","Preserve trust and renewals by helping clients understand coverage changes, servicing needs, and next-step follow-through.","Turn policy questions, account updates, and renewal risk into maintained customer continuity.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_41_3021_00","fn_occ_41_3021_00_primary","revenue_creation","Win and expand revenue through discovery, trust, and negotiation.","Turn customer needs and constraints into commitments that create revenue and durable accounts.","0.7463","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_41_3031_00","fn_occ_41_3031_00_book_stewardship","book_stewardship","Protect regulated revenue by managing account follow-through, relationship continuity, and compliance-aware sales motion after the initial pitch.","Turn prospect activity, client communication, and process follow-through into maintained commercial momentum.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_41_3031_00","fn_occ_41_3031_00_primary","revenue_creation","Win and expand revenue through discovery, trust, and negotiation.","Turn customer needs and constraints into commitments that create revenue and durable accounts.","0.7463","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_41_3091_00","fn_occ_41_3091_00_account_stewardship","account_stewardship","Protect and grow revenue by keeping active accounts aligned after the initial sale.","Turn service delivery context and customer risk into retained trust and account continuity.","0.2754","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_41_3091_00","fn_occ_41_3091_00_primary","revenue_creation","Create revenue by understanding customer needs, shaping a solution, and winning agreement.","Turn discovery, solution shaping, and negotiation into committed service revenue.","0.7246","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_41_4011_00","fn_occ_41_4011_00_primary","technical_solution_sales","Translate product complexity into workable commercial guidance without overstating final authority over technical or purchasing decisions.","Turn product constraints, customer workflows, and sales motion into solution-fit recommendations and coordinated next steps.","0.7463","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_41_4011_00","fn_occ_41_4011_00_solution_translation","solution_translation","Turn product complexity into customer understanding so technical selling does not stop at generic commercial motion.","Translate product constraints, technical tradeoffs, and customer workflow needs into usable commercial guidance.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|guardrail_recalibration_2026_03c"
"occ_43_1011_00","fn_occ_43_1011_00_primary","admin_team_orchestration","Coordinate administrative staff and workflow so office-support operations stay timely, accurate, and staffed.","Turn workload signals, process issues, and team constraints into reliable administrative execution.","0.7463","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_1011_00","fn_occ_43_1011_00_staffing_cadence_leadership","staffing_cadence_leadership","Keep office-support teams effective by coordinating coverage, workflow cadence, and frontline issue resolution above the task queue.","Turn workload signals and process friction into team-level administrative direction.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_43_3021_00","fn_occ_43_3021_00_exception_reconciliation","exception_reconciliation","Keep billing workflow credible by reconciling discrepancies, correcting errors, and surfacing exceptions before they spread downstream.","Turn mismatched records, missing information, and charge anomalies into corrected revenue-cycle output.","0.2424","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_43_3021_00","fn_occ_43_3021_00_primary","revenue_cycle_execution","Keep billing records accurate and charges processed so revenue-cycle workflow stays reliable.","Turn source documents, rate rules, account data, and exceptions into accurate billing output and corrected records.","0.7576","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_3031_00","fn_occ_43_3031_00_primary","financial_integrity","Keep routine accounting work accurate and current without treating clerical record flow like final finance sign-off.","Turn invoices, postings, reconciliations, and source records into updated books and exception-ready accounting support.","0.7143","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_3031_00","fn_occ_43_3031_00_transaction_processing","transaction_processing","Keep finance workflow moving by posting routine transactions, normalizing source records, and clearing standard accounting throughput before issues reach higher-judgment review.","Turn invoices, entries, reconciliations, and source records into posted transactions and current routine books.","0.2857","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_4031_00","fn_occ_43_4031_00_case_window_coordination","case_window_coordination","Keep civic and court-facing requests moving by coordinating front-counter follow-through, documentation, and procedural handoffs.","Turn applications, questions, and window-side issues into completed administrative flow.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|guardrail_recalibration_2026_03c"
"occ_43_4031_00","fn_occ_43_4031_00_primary","public_record_administration","Keep public filings, licenses, court records, or civic transactions accurate and procedurally valid.","Turn applications, public records, deadlines, and procedural rules into completed civic or court-facing administrative actions.","0.7463","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_4051_00","fn_occ_43_4051_00_case_queue_execution","case_queue_execution","Keep high-volume support work moving by routing tickets, updating case records, and closing routine follow-through cleanly.","Turn inbound requests, case notes, and support steps into queue-stable service execution.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_43_4051_00","fn_occ_43_4051_00_primary","service_resolution","Resolve customer problems in ways that preserve service continuity and trust.","Turn incoming issues and constraints into resolved cases, escalations, and retained customer trust.","0.7463","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_4131_00","fn_occ_43_4131_00_intake_exception_coordination","intake_exception_coordination","Keep lending intake from stalling by chasing missing documents, clarifying borrower questions, and routing nonstandard files cleanly into the next review step.","Turn incomplete files, borrower follow-up, and intake exceptions into review-ready lending workflow.","0.2754","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_4131_00","fn_occ_43_4131_00_primary","lending_intake_execution","Keep lending workflow moving by collecting documentation, clarifying applications, and routing credit information accurately.","Turn borrower intake, document follow-up, and application records into complete, review-ready lending files.","0.7246","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_4171_00","fn_occ_43_4171_00_primary","workflow_execution","Keep front-desk records, schedules, and inbound workflow moving so the office can handle requests cleanly.","Coordinate intake, routing, schedules, and front-office communications so routine work reaches the right next step.","0.7143","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
"occ_43_4171_00","fn_occ_43_4171_00_visitor_routing_stewardship","visitor_routing_stewardship","Protect first-contact quality by routing visitors, calls, and incoming requests to the right next step without losing context or service tone.","Turn inbound questions, interruptions, and unclear requests into orderly handoffs and maintained front-office continuity.","0.2857","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_6011_00","fn_occ_43_6011_00_executive_coordination","executive_coordination","Protect executive time and cross-functional follow-through by coordinating sensitive communication and commitments.","Turn competing priorities, confidential requests, and stakeholder follow-up into aligned executive action.","0.2188","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_43_6011_00","fn_occ_43_6011_00_primary","workflow_execution","Keep records, schedules, and internal workflows moving so leaders and teams can execute planned work.","Coordinate administrative workflow, records, and communications so the organization can operate reliably.","0.7813","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_43_6014_00","fn_occ_43_6014_00_admin_coordination","admin_coordination","Keep meetings, follow-up, and information flow aligned so administrative work becomes sequenced execution rather than disconnected clerical steps.","Turn scheduling conflicts, communication requests, and status gaps into coordinated follow-through across managers and internal teams.","0.2754","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_6014_00","fn_occ_43_6014_00_primary","workflow_execution","Keep records, schedules, and internal workflows moving so leaders and teams can execute planned work.","Coordinate administrative workflow, records, and communications so the organization can operate reliably.","0.7246","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_43_9041_00","fn_occ_43_9041_00_exception_escalation_support","exception_escalation_support","Keep insurance-processing workflow credible by surfacing mismatches, incomplete records, and claims that need higher-judgment review before they spread downstream.","Turn queue anomalies, documentation issues, and claim exceptions into visible escalation paths and cleaner processing flow.","0.2754","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_9041_00","fn_occ_43_9041_00_primary","reliable_execution","Keep workflows compliant, coordinated, and reliable in day-to-day execution.","Sustain reliable operations by coordinating work, resolving exceptions, and keeping execution on track.","0.7246","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_43_9061_00","fn_occ_43_9061_00_office_flow_coordination","office_flow_coordination","Keep shared office work moving by routing requests, sequencing follow-up, and stabilizing everyday operating flow across teams.","Turn incoming requests, paperwork, schedules, and handoff gaps into coordinated office execution.","0.2857","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor|second_anchor_maturity_pass"
"occ_43_9061_00","fn_occ_43_9061_00_primary","workflow_execution","Keep records, schedules, and internal workflows moving so leaders and teams can execute planned work.","Coordinate administrative workflow, records, and communications so the organization can operate reliably.","0.7143","src_role_function_seed_2026_03","0.7400","role_family_default_promoted"
"occ_43_9111_00","fn_occ_43_9111_00_data_preparation_execution","data_preparation_execution","Prepare statistical work so analysts can use clean files, coded records, and reporting inputs without rebuilding the base data.","Turn coding instructions, source records, and reporting requests into prepared datasets and statistical support materials.","0.2537","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_secondary_anchor"
"occ_43_9111_00","fn_occ_43_9111_00_primary","decision_intelligence","Support statistical and reporting work by preparing coded inputs, checking outputs, and keeping analysis packets usable.","Turn source records, coding instructions, and reporting requests into prepared statistical inputs and support-ready outputs.","0.7463","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","occupation_override_promoted"
