"occupation_id","task_id","onet_task_id","task_statement","task_family_id","task_type","time_share_prior","value_centrality","bargaining_power_weight","role_criticality","ai_support_observability","source_mix","source_confidence","notes"
"occ_11_9041_00","task_occ_11_9041_00_20172","20172","Prepare budgets, bids, or contracts.","cluster_drafting","Core","0.0156","0.5244","0.5310","supporting","0.1900","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5855","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20173","20173","Assess project feasibility by analyzing technology, resource needs, or market demand.","cluster_analysis","Core","0.0151","0.6120","0.6214","supporting","0.5095","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6340","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20174","20174","Direct recruitment, placement, and evaluation of architecture or engineering project staff.","cluster_relationship_management","Core","0.0136","0.6748","0.8024","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5040","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20175","20175","Review, recommend, or approve contracts or cost estimates.","cluster_decision_support","Core","0.0148","0.7058","0.8036","core","0.1835","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6485","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20176","20176","Develop or implement policies, standards, or procedures for engineering and technical work.","cluster_drafting","Core","0.0452","0.5988","0.5741","supporting","0.1900","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6080","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20177","20177","Perform administrative functions, such as reviewing or writing reports, approving expenditures, enforcing rules, or purchasing of materials or services.","cluster_qa_review","Core","0.0136","0.5348","0.5670","supporting","0.5095","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5855","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20178","20178","Establish scientific or technical goals within broad outlines provided by top management.","cluster_oversight_strategy","Core","0.0136","0.7548","0.8646","core","0.0975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5405","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20179","20179","Solicit project support by conferring with officials or providing information to the public.","cluster_analysis","Supplemental","0.0116","0.3552","0.4724","optional","0.5095","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_20180","20180","Plan, direct, or coordinate survey work with other project activities.","cluster_coordination","Supplemental","0.0136","0.4448","0.6238","supporting","0.4685","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5210","seeded_from_onet_task_inventory"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem_01","jd_aem_01","Set engineering priorities, budget direction, staffing plans, and long-horizon asset strategies across facilities or technical programs.","cluster_oversight_strategy","Core","0.0570","0.9800","0.9900","core","0.0975","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7520","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem_02","jd_aem_02","Review engineering changes, equipment investments, and process-improvement options and make tradeoff decisions across safety, cost, and reliability.","cluster_decision_support","Core","0.0577","0.9380","0.9382","core","0.1835","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8150","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem_03","jd_aem_03","Lead engineering teams, assign work, manage vendors, and coordinate delivery across maintenance, operations, and support groups.","cluster_coordination","Core","0.0604","0.8720","0.8716","core","0.4685","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7590","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem_04","jd_aem_04","Own safety, quality, reliability, and compliance review loops so engineering work meets operational and regulatory standards.","cluster_qa_review","Core","0.0598","0.8012","0.7215","core","0.5095","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7835","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem2_01","jd_aem2_01","Analyze capacity, reliability, maintenance, and capital needs so engineering priorities reflect the actual operating bottlenecks.","cluster_analysis","Core","0.0577","0.7428","0.6972","core","0.5095","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7870","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem2_02","jd_aem2_02","Maintain staffing plans, project trackers, budgets, and vendor work queues so engineering operations stay synchronized over time.","cluster_workflow_admin","Core","0.0599","0.6036","0.4811","supporting","0.3175","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem2_03","jd_aem2_03","Explain tradeoffs, timing, and technical constraints to executives, operators, and vendors when engineering choices affect the wider plant or facility.","cluster_client_interaction","Core","0.0554","0.7812","0.8673","core","0.1130","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7625","seeded_from_job_description_expansion"
"occ_11_9041_00","task_occ_11_9041_00_jd_aem2_04","jd_aem2_04","Prepare engineering standards, capital justifications, and operating documentation that let teams execute against the same technical expectations.","cluster_documentation","Core","0.0579","0.6020","0.4778","supporting","0.4725","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7660","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_7219","7219","Meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.","cluster_coordination","Supplemental","0.0142","0.5502","0.6105","supporting","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5090","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7220","7220","Direct collection of monthly assessments, rental fees, and deposits and payment of insurance premiums, mortgage, taxes, and incurred operating expenses.","cluster_analysis","Core","0.0170","0.7670","0.7159","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7221","7221","Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.","cluster_qa_review","Core","0.0150","0.6650","0.5035","supporting","0.2910","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6140","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7222","7222","Investigate complaints, disturbances, and violations and resolve problems, following management rules and regulations.","cluster_research_synthesis","Core","0.0152","0.6912","0.6819","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4995","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7223","7223","Plan, schedule, and coordinate general maintenance, major repairs, and remodeling or construction projects for commercial or residential properties.","cluster_coordination","Core","0.0870","0.9794","0.8595","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6390","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7224","7224","Manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.","cluster_oversight_strategy","Core","0.0890","0.9800","0.9900","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4300","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7225","7225","Negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.","cluster_documentation","Supplemental","0.0128","0.3168","0.3685","optional","0.0175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3530","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7226","7226","Maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.","cluster_documentation","Core","0.0144","0.5364","0.4959","supporting","0.0175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4290","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7227","7227","Determine and certify the eligibility of prospective tenants, following government regulations.","cluster_coordination","Supplemental","0.0150","0.5750","0.6249","supporting","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5090","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7228","7228","Prepare detailed budgets and financial reports for properties.","cluster_documentation","Core","0.0182","0.6542","0.5642","supporting","0.0175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3795","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7229","7229","Direct and coordinate the activities of staff and contract personnel and evaluate their performance.","cluster_coordination","Core","0.0570","0.9142","0.8216","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6030","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7230","7230","Maintain contact with insurance carriers, fire and police departments, and other agencies to ensure protection and compliance with codes and regulations.","cluster_coordination","Core","0.0138","0.7078","0.7019","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7231","7231","Market vacant space to prospective tenants through leasing agents, advertising, or other methods.","cluster_coordination","Core","0.0160","0.7760","0.7415","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7232","7232","Solicit and analyze bids from contractors for repairs, renovations, and maintenance.","cluster_analysis","Core","0.0142","0.6802","0.6655","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5040","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7233","7233","Review rents to ensure that they are in line with rental markets.","cluster_qa_review","Supplemental","0.0172","0.5632","0.4445","supporting","0.2910","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5830","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7234","7234","Prepare and administer contracts for provision of property services, such as cleaning, maintenance, and security services.","cluster_workflow_admin","Core","0.0166","0.5846","0.3577","supporting","0.2740","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6210","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7235","7235","Purchase building and maintenance supplies, equipment, or furniture.","cluster_coordination","Core","0.0112","0.6272","0.6552","supporting","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7236","7236","Act as liaisons between on-site managers or tenants and owners.","cluster_coordination","Core","0.0152","0.7512","0.7271","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5940","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7237","7237","Confer regularly with community association members to ensure their needs are being met.","cluster_coordination","Supplemental","0.0150","0.5750","0.6249","supporting","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5090","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7238","7238","Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.","cluster_oversight_strategy","Core","0.0144","0.8664","0.9393","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3760","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7239","7239","Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.","cluster_coordination","Core","0.0130","0.6830","0.6875","supporting","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7240","7240","Clean common areas, change light bulbs, and make minor property repairs.","cluster_coordination","Supplemental","0.0770","0.7474","0.7249","core","0.2225","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5090","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7241","7241","Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.","cluster_client_interaction","Core","0.0170","0.8270","0.8743","core","0.5215","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5530","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7242","7242","Negotiate short- and long-term loans to finance construction and ownership of structures.","cluster_relationship_management","Supplemental","0.0114","0.5234","0.7146","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4550","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7243","7243","Contract with architectural firms to draw up detailed plans for new structures.","cluster_decision_support","Supplemental","0.0124","0.5544","0.6806","supporting","0.5705","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4825","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7244","7244","Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.","cluster_relationship_management","Supplemental","0.0100","0.4800","0.6894","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4550","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_7245","7245","Analyze information on property values, taxes, zoning, population growth, and traffic volume and patterns to determine if properties should be acquired.","cluster_analysis","Supplemental","0.0138","0.4978","0.5597","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4640","seeded_from_onet_task_inventory"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_01","jd_prop_01","Set property operating priorities, budget targets, occupancy goals, and on-site performance standards for the community.","cluster_oversight_strategy","Core","0.0448","0.9800","0.9900","core","0.0055","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_02","jd_prop_02","Manage tenant relationships, resident or client issues, renewals, and service expectations across the property portfolio.","cluster_relationship_management","Core","0.0441","0.9040","0.9353","core","0.3175","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_03","jd_prop_03","Maintain leases, applications, financial records, and property-management system workflows so the portfolio stays administratively current.","cluster_workflow_admin","Core","0.0496","0.6652","0.4044","supporting","0.2740","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8325","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop_04","jd_prop_04","Coordinate vendors, maintenance, leasing, accounting, and on-site staff so property issues are resolved without operational drift.","cluster_coordination","Core","0.0468","0.8596","0.7900","core","0.2225","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8010","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_01","jd_prop2_01","Build owner and asset-management updates that translate occupancy, maintenance, and budget signals into recommended actions and tradeoffs.","cluster_decision_support","Core","0.0444","0.8948","0.8780","core","0.5705","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7520","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_02","jd_prop2_02","Review vendor proposals, contract scopes, and service performance to decide when work should be escalated, renegotiated, or reassigned.","cluster_qa_review","Core","0.0418","0.7392","0.5465","core","0.2910","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8255","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_03","jd_prop2_03","Prepare inspection summaries, incident follow-up, and compliance records that keep property operations audit-ready.","cluster_documentation","Core","0.0383","0.5920","0.5282","supporting","0.0175","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.5910","seeded_from_job_description_expansion"
"occ_11_9141_00","task_occ_11_9141_00_jd_prop2_04","jd_prop2_04","Handle leasing, turnover, and maintenance exceptions with residents, vendors, and on-site teams so property operations stay on plan.","cluster_client_interaction","Core","0.0468","0.8796","0.9048","core","0.5215","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7555","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_1142","1142","Purchase the highest quality merchandise at the lowest possible price and in correct amounts.","cluster_coordination","Core","0.0880","0.9800","0.9026","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1143","1143","Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.","cluster_qa_review","Core","0.0596","0.8406","0.6573","core","0.3985","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6405","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1144","1144","Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.","cluster_research_synthesis","Core","0.0156","0.7098","0.6927","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5040","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1145","1145","Analyze price proposals, financial reports, and other data and information to determine reasonable prices.","cluster_analysis","Core","0.0791","0.8960","0.6991","core","0.2720","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6230","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1146","1146","Monitor and follow applicable laws and regulations.","cluster_coordination","Core","0.0949","0.9800","0.9026","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1147","1147","Negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.","cluster_workflow_admin","Core","0.0150","0.5412","0.4391","supporting","0.2245","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6070","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1148","1148","Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.","cluster_relationship_management","Core","0.0128","0.7430","0.8419","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4725","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1149","1149","Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.","cluster_coordination","Core","0.0136","0.7078","0.7447","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1150","1150","Evaluate and monitor contract performance to ensure compliance with contractual obligations and to determine need for changes.","cluster_analysis","Core","0.0150","0.7112","0.5919","core","0.2720","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6140","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1151","1151","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.","cluster_qa_review","Core","0.0518","0.7494","0.6045","core","0.3985","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6405","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1152","1152","Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.","cluster_qa_review","Core","0.0121","0.5782","0.5052","supporting","0.3985","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6405","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1153","1153","Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.","cluster_drafting","Core","0.0140","0.5802","0.5275","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4995","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1154","1154","Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.","cluster_execution_routine","Supplemental","0.0095","0.1676","0.1386","optional","0.5465","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5400","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1155","1155","Arrange the payment of duty and freight charges.","cluster_coordination","Supplemental","0.0494","0.5800","0.6706","supporting","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4880","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1156","1156","Hire, train, or supervise purchasing clerks, buyers, and expediters.","cluster_coordination","Core","0.0156","0.7698","0.7807","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1157","1157","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.","cluster_qa_review","Core","0.0160","0.7022","0.5771","core","0.3985","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6405","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1158","1158","Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.","cluster_workflow_admin","Core","0.0132","0.4854","0.4067","supporting","0.2245","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6070","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1159","1159","Formulate policies and procedures for bid proposals and procurement of goods and services.","cluster_coordination","Core","0.0168","0.8070","0.8023","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_1160","1160","Attend meetings, trade shows, conferences, conventions, and seminars to network with people in other purchasing departments.","cluster_coordination","Core","0.0121","0.6582","0.7160","supporting","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_01","jd_proc_01","Collect quotes, compare vendors, and negotiate purchasing terms so internal buyers can choose acceptable options on cost, timing, and fit.","cluster_decision_support","Core","0.0486","0.9444","0.9068","core","0.5705","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7520","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_02","jd_proc_02","Issue purchase orders and maintain supplier, contract, and procurement records so requests move through approvals without losing traceability.","cluster_workflow_admin","Core","0.0506","0.6684","0.5129","supporting","0.2245","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8185","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_03","jd_proc_03","Coordinate internal requirements, delivery timing, approvals, and exception handling across requesters, finance, and suppliers.","cluster_coordination","Core","0.0447","0.8564","0.8309","core","0.5505","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7800","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc_04","jd_proc_04","Monitor supplier performance, pricing, cycle-time metrics, and policy compliance so procurement problems are visible before they escalate.","cluster_analysis","Core","0.0443","0.8256","0.6582","core","0.2720","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8255","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_01","jd_proc2_01","Clarify stakeholder requirements, vendor capabilities, and negotiation tradeoffs before sourcing decisions are locked in.","cluster_client_interaction","Core","0.0511","0.8432","0.8837","core","0.5215","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7555","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_02","jd_proc2_02","Review contracts, order details, supplier terms, and policy requirements before purchases advance or exceptions are granted.","cluster_qa_review","Core","0.0527","0.7740","0.6187","core","0.3985","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.8430","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_03","jd_proc2_03","Prepare bid summaries, comparison tables, and purchasing documentation so reviewers can see scope, price, and supplier differences clearly.","cluster_documentation","Core","0.0526","0.6732","0.4827","supporting","0.5545","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7730","seeded_from_job_description_expansion"
"occ_13_1023_00","task_occ_13_1023_00_jd_proc2_04","jd_proc2_04","Recommend next-step sourcing actions when timing, pricing, supplier risk, and internal constraints no longer point to the same choice.","cluster_decision_support","Core","0.0512","0.8924","0.8766","core","0.5705","src_manual_job_description_review_2026_03|src_v2_role_graph_seed_2026_03","0.7520","seeded_from_job_description_expansion"
"occ_13_1031_00","task_occ_13_1031_00_21417","21417","Examine claims forms and other records to determine insurance coverage.","cluster_documentation","Core","0.0439","0.8390","0.6724","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3795","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21418","21418","Analyze information gathered by investigation and report findings and recommendations.","cluster_research_synthesis","Core","0.0434","0.9628","0.8258","core","0.2265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6325","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21419","21419","Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.","cluster_documentation","Core","0.0425","0.8204","0.6616","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4245","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21420","21420","Investigate and assess damage to property and create or review property damage estimates.","cluster_qa_review","Core","0.0420","0.9242","0.8258","core","0.1190","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6020","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21421","21421","Interview or correspond with agents and claimants to correct errors or omissions and to investigate questionable claims.","cluster_research_synthesis","Core","0.0420","0.9442","0.8150","core","0.2265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6010","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21422","21422","Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.","cluster_qa_review","Core","0.0416","0.9180","0.8222","core","0.1190","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6020","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21423","21423","Investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.","cluster_research_synthesis","Core","0.0434","0.9628","0.8258","core","0.2265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6010","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21424","21424","Adjust reserves or provide reserve recommendations to ensure that reserve activities are consistent with corporate policies.","cluster_decision_support","Core","0.0397","0.9800","0.9274","core","0.5705","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5495","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21425","21425","Resolve complex, severe exposure claims, using high service oriented file handling.","cluster_execution_routine","Core","0.0402","0.7394","0.5847","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3670","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21426","21426","Pay and process claims within designated authority level.","cluster_execution_routine","Core","0.0434","0.7828","0.6098","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3895","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21427","21427","Examine claims investigated by insurance adjusters, further investigating questionable claims to determine whether to authorize payments.","cluster_research_synthesis","Core","0.0392","0.9070","0.7935","core","0.2265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6010","seeded_from_onet_task_inventory"
"occ_13_1031_00","task_occ_13_1031_00_21428","21428","Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.","cluster_analysis","Core","0.0425","0.9704","0.7188","core","0.2955","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6405","seeded_from_onet_task_inventory"
